   5.4954087e-04   1.7592960e+06   1.3122300e+05   1.1490800e+05   4.8458000e+04
   6.3095734e-04   1.5322550e+06   1.1372100e+05   9.9255000e+04   4.2205000e+04
   7.2443596e-04   1.3344980e+06   9.8472000e+04   8.5803000e+04   3.6759000e+04
   8.3176377e-04   1.1622460e+06   8.5251000e+04   7.4003000e+04   3.2015000e+04
   9.5499259e-04   1.0122390e+06   7.3790000e+04   6.3920000e+04   2.7884000e+04
   1.0964782e-03   8.8160100e+05   6.3555000e+04   5.4901000e+04   2.4286000e+04
   1.2589254e-03   7.6780700e+05   5.4913000e+04   4.7191000e+04   2.1152000e+04
   1.4454398e-03   6.6869700e+05   4.7336000e+04   4.0535000e+04   1.8423000e+04
   1.6595869e-03   5.8240100e+05   4.0711000e+04   3.4693000e+04   1.6046000e+04
   1.9054607e-03   5.0720800e+05   3.5039000e+04   2.9688000e+04   1.3975000e+04
   2.1877616e-03   4.4172800e+05   3.0065000e+04   2.5376000e+04   1.2172000e+04
   2.5118864e-03   3.8468700e+05   2.5675000e+04   2.1591000e+04   1.0601000e+04
   2.8840315e-03   3.3501900e+05   2.2067000e+04   1.8394000e+04   9.2330000e+03
   3.3113112e-03   2.9174800e+05   1.8858000e+04   1.5637000e+04   8.0420000e+03
   3.8018940e-03   2.5406700e+05   1.6141000e+04   1.3215000e+04   7.0040000e+03
   4.3651583e-03   2.2126400e+05   1.3756000e+04   1.1146000e+04   6.1000000e+03
   5.0118723e-03   1.9268900e+05   1.1673000e+04   9.4210000e+03   5.3130000e+03
   5.7543994e-03   1.6778600e+05   9.8690000e+03   7.8750000e+03   4.6270000e+03
   6.6069345e-03   1.4611500e+05   8.4170000e+03   6.5560000e+03   4.0300000e+03
   7.5857758e-03   1.2724600e+05   7.1000000e+03   5.4870000e+03   3.5100000e+03
   8.7096359e-03   1.1079100e+05   5.9880000e+03   4.5320000e+03   3.0570000e+03
   1.0000000e-02   9.6469000e+04   5.0350000e+03   3.7490000e+03   2.6620000e+03
   1.1481536e-02   8.4007000e+04   4.2040000e+03   3.1140000e+03   2.3190000e+03
   1.3182567e-02   7.3153000e+04   3.5170000e+03   2.5440000e+03   2.0200000e+03
   1.5135612e-02   6.3700000e+04   2.9540000e+03   2.0560000e+03   1.7590000e+03
   1.7378008e-02   5.5477000e+04   2.4570000e+03   1.6970000e+03   1.5320000e+03
   1.9952623e-02   4.8293000e+04   2.0370000e+03   1.3930000e+03   1.3340000e+03
   2.2908677e-02   4.2054000e+04   1.7220000e+03   1.1550000e+03   1.1620000e+03
   2.6302680e-02   3.6614000e+04   1.4440000e+03   9.4900000e+02   1.0120000e+03
   3.0199517e-02   3.1886000e+04   1.1960000e+03   7.9200000e+02   8.8100000e+02
   3.4673685e-02   2.7753000e+04   1.0310000e+03   6.3800000e+02   7.6800000e+02
   3.9810717e-02   2.4165000e+04   8.6900000e+02   5.0600000e+02   6.6800000e+02
   4.5708819e-02   2.1047000e+04   7.4300000e+02   4.2900000e+02   5.8200000e+02
   5.2480746e-02   1.8321000e+04   6.3200000e+02   3.4300000e+02   5.0700000e+02
   6.0255959e-02   1.5953000e+04   5.5200000e+02   2.9700000e+02   4.4100000e+02
   6.9183097e-02   1.3893000e+04   4.6700000e+02   2.5200000e+02   3.8400000e+02
   7.9432823e-02   1.2097000e+04   4.0300000e+02   2.0800000e+02   3.3500000e+02
   9.1201084e-02   1.0536000e+04   3.5400000e+02   1.7800000e+02   2.9100000e+02
   1.0471285e-01   9.1770000e+03   3.0200000e+02   1.4300000e+02   2.5400000e+02
   1.2022644e-01   7.9910000e+03   2.6200000e+02   1.2100000e+02   2.2100000e+02
   1.3803843e-01   6.9600000e+03   2.2400000e+02   1.0200000e+02   1.9200000e+02
   1.5848932e-01   6.0620000e+03   1.9800000e+02   8.9000000e+01   1.6800000e+02
   1.8197009e-01   5.2790000e+03   1.7300000e+02   7.6000000e+01   1.4600000e+02
   2.0892961e-01   4.5980000e+03   1.4600000e+02   6.4000000e+01   1.2700000e+02
   2.3988329e-01   4.0050000e+03   1.2700000e+02   5.3000000e+01   1.1100000e+02
   2.7542287e-01   3.4880000e+03   1.1100000e+02   4.8000000e+01   9.6000000e+01
   3.1622777e-01   3.0380000e+03   9.7000000e+01   3.8000000e+01   8.4000000e+01
   3.6307805e-01   2.6460000e+03   8.5000000e+01   3.3000000e+01   7.3000000e+01
   4.1686938e-01   2.3040000e+03   7.2000000e+01   2.6000000e+01   6.3000000e+01
   4.7863009e-01   2.0070000e+03   6.3000000e+01   2.2000000e+01   5.5000000e+01
   5.4954087e-01   1.7480000e+03   5.4000000e+01   2.0000000e+01   4.8000000e+01
   6.3095734e-01   1.5220000e+03   4.7000000e+01   1.7000000e+01   4.2000000e+01
   7.2443596e-01   1.3260000e+03   4.1000000e+01   1.2000000e+01   3.6000000e+01
   8.3176377e-01   1.1550000e+03   3.6000000e+01   1.0000000e+01   3.2000000e+01
   9.5499259e-01   1.0060000e+03   3.1000000e+01   9.0000000e+00   2.7000000e+01
   1.0964782e+00   8.7600000e+02   2.7000000e+01   7.0000000e+00   2.4000000e+01
   1.2589254e+00   7.6300000e+02   2.3000000e+01   6.0000000e+00   2.1000000e+01
   1.4454398e+00   6.6400000e+02   2.0000000e+01   2.0000000e+00   1.8000000e+01
   1.6595869e+00   5.7800000e+02   1.8000000e+01   2.0000000e+00   1.6000000e+01
   1.9054607e+00   5.0400000e+02   1.5000000e+01   2.0000000e+00   1.3000000e+01
   2.1877616e+00   4.3900000e+02   1.3000000e+01   1.0000000e+00   1.2000000e+01
   2.5118864e+00   3.8200000e+02   1.2000000e+01   1.0000000e+00   1.0000000e+01
   2.8840315e+00   3.3300000e+02   1.0000000e+01   1.0000000e+00   9.0000000e+00
   3.3113112e+00   2.9000000e+02   9.0000000e+00   1.0000000e+00   8.0000000e+00
   3.8018940e+00   2.5200000e+02   7.0000000e+00   1.0000000e+00   7.0000000e+00
   4.3651583e+00   2.2000000e+02   6.0000000e+00   0.0000000e+00   6.0000000e+00
   5.0118723e+00   1.9100000e+02   6.0000000e+00   0.0000000e+00   5.0000000e+00
   5.7543994e+00   1.6600000e+02   5.0000000e+00   0.0000000e+00   4.0000000e+00
   6.6069345e+00   1.4500000e+02   4.0000000e+00   0.0000000e+00   4.0000000e+00
   7.5857758e+00   1.2600000e+02   3.0000000e+00   0.0000000e+00   3.0000000e+00
   8.7096359e+00   1.1000000e+02   3.0000000e+00   0.0000000e+00   3.0000000e+00
   1.0000000e+01   9.6000000e+01   3.0000000e+00   0.0000000e+00   2.0000000e+00
